Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
30030,1,0.15819725791342928,41,0,0.5809785903788749,70463.58022201787,4,1,1,0,0.0
30031,0,0.3134916994992521,45,0,0.29863002971391867,60704.14096026931,5,1,0,0,0.0
30032,0,0.18522914544164304,75,0,0.29372564373444954,51204.44983504296,9,0,0,1,5.0
30033,0,0.3298730018654617,39,1,0.29421193330430073,112282.28839691785,4,0,1,0,1.0
30034,0,0.6691613647697281,44,1,0.29096630689183944,249894.1707446546,5,0,1,0,0.0
30035,1,0.3078830035528397,62,0,0.4157520574232097,199295.72172095857,3,0,1,1,0.0
30036,0,0.737488248736572,48,0,0.7614607617371261,131143.4901252555,8,0,1,0,0.0
30037,1,0.07382543728822581,21,0,0.8048645725536018,25000.0,3,0,0,0,0.0
30038,0,0.03426593259046986,62,0,0.20891942119922388,30469.99732334721,4,1,0,0,1.0
30039,0,0.052960270717728096,45,0,0.4811971463365087,152556.4268270004,8,0,1,0,1.0
30040,0,0.22523326485651105,21,1,0.16110484625946425,207037.53749458585,6,0,1,0,0.0
30041,0,1.1707690867352467,37,1,0.2891552109069524,115214.86359838287,4,0,0,0,0.0
30042,0,0.00553252451020074,33,0,0.09044430037878756,71820.90198889883,7,0,0,1,0.0
30043,0,0.08425086182152342,36,0,0.7706188357890137,178753.94945544374,2,0,0,0,1.0
30044,1,0.5266741675923551,41,0,1.3413884304155228,128601.86262344879,10,0,0,0,0.0
30045,0,0.010473154103907251,50,1,0.29940717330290234,158830.8223562307,4,1,1,0,0.0
30046,1,0.306640584891713,57,0,0.6042278135662753,30604.030379210315,3,1,0,0,2.0
30047,1,0.15277656022159075,57,0,0.25912256287178415,,7,0,0,0,0.0
30048,0,0.07045604344269046,61,1,0.33320781458945437,,9,1,1,0,1.0
30049,0,0.14933491584399095,39,0,0.21110440966509728,113561.13857752667,2,0,0,0,3.0
30050,0,0.13997416069674265,21,0,0.5697518794129469,143133.72360604335,8,0,1,0,2.0
30051,0,0.7085964991861184,21,0,0.4799292827107678,86682.3096304335,5,0,1,0,2.0
30052,0,0.2435575077392656,51,0,0.6154070033565616,,4,0,1,0,0.0
30053,0,0.4848070967849453,41,1,0.5412108079079483,183760.7921805235,4,0,0,0,0.0
30054,0,0.7495112479734013,59,0,0.45362825650202593,58783.49565345191,4,0,0,0,1.0
30055,0,0.7334366423475034,47,0,0.2712787832293689,55703.51249937128,8,0,1,1,2.0
30056,1,0.058375330930285185,21,0,0.43933256021423756,65315.345416356315,8,1,1,0,2.0
30057,0,0.23495544274088398,34,0,0.3881671056657649,86068.22041052763,7,0,0,0,0.0
30058,0,0.21191938840221633,47,0,0.8964713036079475,35047.20334250491,4,0,0,0,0.0
30059,0,0.11003064320081324,28,1,0.6904752098805778,127017.78712152875,6,0,1,0,0.0
30060,0,1.0437688368304168,60,0,0.14346858235175494,77626.50542917555,16,0,0,0,4.0
30061,0,0.11396412650102268,36,1,0.8905149828144185,135880.22702665653,5,0,1,0,0.0
30062,0,0.30117225141746445,38,0,0.15534251203599309,26489.70750284608,2,0,0,0,0.0
30063,0,0.8860691416322475,22,0,0.13028630843792802,136167.04248073586,5,0,0,0,1.0
30064,0,0.05906858788680987,66,1,0.3888532458219791,177245.70613173803,8,0,0,0,4.0
30065,0,0.2843720468684623,39,0,0.4267802593487087,108142.09207125854,6,0,0,0,1.0
30066,0,0.04265002897853669,45,0,0.20760552961537942,86379.91335897341,4,0,1,0,1.0
30067,1,0.48175903646243,32,1,1.1715125099435904,136743.44905941948,5,0,2,1,4.0
30068,0,0.4607126842239391,37,0,0.1673101323441775,170977.20838569987,2,0,0,0,2.0
30069,0,0.26469394306977456,45,0,0.36747580805778113,113279.06016350247,7,0,0,0,0.0
30070,0,0.20386886355282924,47,0,0.7059741933671304,118031.00811216909,6,0,1,0,1.0
30071,1,0.4317248733433779,48,0,0.35846250932181034,211359.98119642373,2,0,0,0,0.0
30072,0,0.2588988102785258,54,0,1.424408307156944,129137.93066756893,1,0,0,0,3.0
30073,1,0.4268947130285567,50,1,0.21054643258355238,54713.04688177715,6,0,0,0,2.0
30074,0,0.17363952896797327,48,0,0.3383188196024228,170527.7034439943,4,0,3,0,1.0
30075,1,1.990914088152066,34,0,0.7708797907756422,79376.15526337326,3,1,0,2,3.0
30076,0,0.7037652087290814,39,0,0.8076399742834292,86535.12282548034,7,0,0,0,0.0
30077,0,0.172364045124208,27,0,0.8325323450465575,90109.80264615202,5,0,2,1,2.0
30078,1,0.28624875019877516,36,1,0.5331552388580005,144766.4925639977,3,0,0,0,0.0
30079,0,0.1340437888988226,47,0,0.3611018253688429,222319.1184572707,5,0,1,0,0.0
30080,0,0.5092417145169549,46,1,0.2264578446287164,86114.38874861003,0,0,1,0,0.0
30081,0,0.23333243616375937,49,1,1.1129019178387123,220178.56617874114,7,0,0,0,5.0
30082,0,0.15479173355048656,59,0,0.35911676598867326,93015.69971464123,4,0,0,0,0.0
30083,0,0.14346678666276133,26,0,0.44501710993632826,183724.451701218,5,0,3,0,2.0
30084,0,0.239073649821137,21,1,0.8388555416382364,94763.36698410797,4,0,0,0,2.0
30085,0,0.1962684477176389,38,0,0.6964846821618047,64806.87607299538,6,0,0,0,2.0
30086,0,0.07622667337528977,59,0,0.18262344920834903,244544.9675317259,5,1,0,0,1.0
30087,0,0.13522499233393762,59,0,0.41247422958127167,61492.061285312455,4,0,0,0,1.0
30088,0,0.6031860400994628,44,1,0.10571004555369448,59269.78972376468,7,0,0,0,1.0
30089,1,0.4821844695225279,38,1,0.08131975157313802,42581.61377013415,2,0,0,0,0.0
30090,1,0.11876658359341916,45,1,0.5316550213413349,,5,1,0,0,0.0
30091,0,0.10142860995244433,55,0,0.4746180624645659,194248.97950223146,4,0,0,0,1.0
30092,1,0.534722539860894,32,0,1.0961728131566835,104320.31667259352,8,0,1,1,1.0
30093,0,0.5345735691312774,35,1,1.0279169744968555,49457.53864001404,3,0,0,0,0.0
30094,0,0.21234765553106888,43,0,0.3595965927034126,84649.26187930183,3,0,1,0,1.0
30095,0,0.03673162122922785,55,0,0.18890102143488421,71937.95978865566,5,0,0,0,0.0
30096,0,0.17125263965120655,52,0,0.24068761986412998,48206.16862413398,2,0,0,0,1.0
30097,1,0.9779297047932005,21,0,0.2143452931691854,64932.89560136431,3,0,1,0,0.0
30098,1,0.6097382083796243,52,1,1.4906037263976009,112213.05367449619,5,1,0,0,1.0
30099,1,0.37461441212534086,41,3,0.16866342515337526,60910.2741698378,2,0,0,1,2.0
30100,0,0.8093455851480453,49,0,1.004442147695673,99753.1223217192,3,0,0,0,0.0
30101,0,0.04475887783846337,39,0,0.24410978948676776,,5,1,1,0,0.0
30102,0,0.33928175289983314,47,0,0.21256996677512616,213961.11711868783,7,1,1,0,0.0
30103,0,0.4399340162716348,42,0,0.29243951728486867,68509.22123845339,2,0,0,0,0.0
30104,0,0.39092064925614234,35,0,0.2736275105922875,137123.44893416826,5,0,0,0,2.0
30105,0,0.589714450246958,32,1,0.22805272152927847,94256.65960849976,7,0,1,0,3.0
30106,1,0.9863612258206095,39,0,0.6593588357479553,106019.03841490176,4,0,0,0,3.0
30107,0,0.16634651648941795,26,0,0.22305221551601673,45588.400292304184,2,0,0,0,1.0
30108,1,0.9207543222354566,36,1,0.3645245675919064,55920.84897211982,8,0,0,0,2.0
30109,0,0.055340423979249403,38,2,0.44285696308371025,56623.570774252636,4,0,2,0,1.0
30110,1,0.4547387410138905,54,1,0.5490876665255595,86158.25721555037,6,0,0,1,2.0
30111,0,0.17675060503573564,49,0,0.5297800854509603,176201.86364081444,4,0,0,0,5.0
30112,0,0.25605747756791986,66,1,0.33815269292004785,107827.73236467373,4,0,1,0,1.0
30113,0,0.1560544899174571,21,0,0.2326911836020525,51782.772480577965,6,0,1,0,0.0
30114,1,1.9725999480274032,38,0,0.8515713912625587,89146.26140397969,6,1,0,1,1.0
30115,0,0.09582240650888532,56,0,0.17627907079662553,81279.68528563633,3,0,1,0,0.0
30116,0,0.19717961513588297,45,0,0.5032469800593643,70054.17809856984,5,0,0,1,
30117,1,0.37150584406792275,39,0,0.8241714407073404,84248.06754491132,6,0,1,0,2.0
30118,1,0.9566838616518487,30,2,0.3549366007164606,129319.52473660489,2,0,0,0,1.0
30119,1,0.20553123199433113,50,0,0.237559157248461,,5,0,1,2,2.0
30120,1,0.24585072352272194,44,1,0.6355523271088148,70246.0914540713,2,0,1,0,1.0
30121,0,0.502394120692643,37,1,0.49432228873240286,145825.56725586316,6,0,3,0,2.0
30122,0,0.3332134613256373,54,1,0.30664556643380586,109966.33201631194,8,0,0,0,1.0
30123,0,0.2743627720418134,68,1,0.30658247105997527,171701.27927329516,7,0,2,0,3.0
30124,0,0.15685203472784626,31,1,0.2588006400960815,187159.66305578084,4,0,1,0,0.0
30125,1,0.5538303358222944,48,0,0.22434727184795486,40203.22052241675,8,1,0,0,2.0
30126,0,0.37676793028059874,43,0,0.6998566717175725,99564.78165349188,4,0,1,0,2.0
30127,0,0.2915065441599086,49,1,0.26862346066157616,64255.58048905415,6,0,1,0,0.0
30128,1,0.9729643059252213,57,0,1.7003935341006207,43945.45622138384,2,0,1,0,0.0
30129,0,0.15696673682563791,59,0,0.5423352359603592,55047.054716336854,8,0,1,0,1.0
30130,1,0.2851530738866851,36,2,0.5840223981305963,72011.23359115908,5,0,1,1,0.0
30131,1,1.1158055427638,22,1,0.5550648259579262,72259.10531507917,3,0,1,0,1.0
30132,0,0.4075385236841992,40,0,0.38184724667642556,60852.684947267946,6,0,1,0,1.0
30133,0,0.1636468901768207,40,0,0.5345058228475347,84330.36094296761,6,0,1,0,0.0
30134,0,0.11086334401251192,21,0,0.23422943626164808,326327.059959865,2,0,0,0,1.0
30135,0,0.6515639885651076,54,0,0.5471745211609627,32896.77056255607,5,0,2,0,0.0
30136,0,0.12773561528491909,35,0,0.2929456882359229,158807.38067646118,5,0,0,0,3.0
30137,0,0.24752384513397344,41,0,0.29619752253126774,84111.12562676489,5,0,1,0,1.0
30138,0,0.26331885590659726,35,0,0.9264354480923932,66780.51558137903,7,0,0,0,3.0
30139,1,0.5268024660985291,39,0,1.186420462955432,28000.690740335278,1,0,1,0,2.0
30140,0,0.5254297777301182,57,0,0.9692369436812278,129252.07183531283,9,0,4,0,5.0
30141,1,0.9224594123876503,43,1,1.4478667073191893,38463.60992223873,5,0,0,0,4.0
30142,0,0.021966089241644508,67,1,0.7089127665823899,133966.04448169976,3,0,0,0,2.0
30143,1,0.4470777481823714,49,3,0.25543813890916944,221401.25726551178,3,1,0,0,2.0
30144,0,0.30056071237929777,50,1,0.5121253326540969,41959.40700505717,4,0,0,0,2.0
30145,0,0.6501896526213612,39,0,0.20265531171340964,161554.58008398616,2,0,1,0,0.0
30146,1,0.23051259927217363,41,1,0.7123578557986447,,6,0,0,0,4.0
30147,0,0.5092175224396805,54,1,0.38562534156967165,26854.46693750795,6,0,0,0,0.0
30148,0,0.14911722510500852,56,0,0.24790256644266984,,12,0,0,0,2.0
30149,0,0.6879314027322732,45,1,0.040120404438071244,93716.04142854147,7,0,0,1,0.0
30150,0,0.38938526507024185,48,0,1.2955397536025268,,6,0,0,0,0.0
30151,1,0.10123321733063638,40,0,0.3148583833858592,35618.477369333494,9,0,2,0,2.0
30152,1,0.6728107830254123,44,0,0.9285078837541696,,4,2,1,0,1.0
30153,0,0.755946996679333,43,0,1.1240684560031968,133646.80000616086,8,0,0,0,2.0
30154,1,0.40081821711596965,42,1,0.5237293193953806,147151.29227977002,4,0,1,0,3.0
30155,0,0.14321772189777507,54,0,0.25925098288667203,67706.68632146624,7,0,0,0,0.0
30156,1,0.6741009922210217,41,0,0.4043892726664397,108137.39010180552,3,0,0,0,3.0
30157,0,0.6796164568406916,34,0,0.3002526869223278,153252.08555618647,4,0,2,0,0.0
30158,1,0.4664400537110477,38,1,0.5735300522545016,135788.09011043733,7,0,0,0,3.0
30159,1,0.3365348452179611,38,1,1.0119326057524043,138730.77569102068,2,0,0,0,
30160,1,0.6713102557625523,47,1,0.8021212884264396,90438.79825995427,6,2,0,0,1.0
30161,0,0.028162942120611222,35,1,0.2570314175566893,80661.3854441273,10,0,0,0,1.0
30162,0,0.1774992175041958,55,0,0.556671895179288,98682.45666147316,2,0,0,0,0.0
30163,1,1.8045774371694518,38,0,0.41369655780975223,55822.21595612599,3,0,0,1,1.0
30164,0,0.05890433505292777,60,0,0.5915909186446089,156631.6651610667,5,0,0,0,0.0
30165,0,0.11988078179362949,42,0,0.4842026034192261,36617.35157438027,2,0,0,0,2.0
30166,0,0.613183168785668,48,1,0.31039119489187894,64384.572661215825,7,0,0,0,2.0
30167,0,0.369178312469358,53,0,0.4151162832686072,83288.55725393901,9,0,0,0,4.0
30168,1,0.3388585151788728,56,1,0.3970034750629934,110009.68918716245,6,0,1,0,2.0
30169,0,0.011241306137179004,49,0,0.20305202933409336,121983.45298561726,8,0,0,1,4.0
30170,0,0.49613428691884515,73,1,0.25046067959799134,192710.1232035442,8,0,0,0,0.0
30171,0,0.4713949421313987,42,0,0.5333942955583586,88677.69424909684,8,0,1,0,2.0
30172,1,0.1390271457991572,23,1,0.4477119546542706,57245.698464004,5,0,3,0,0.0
30173,0,0.8308646364069674,41,0,0.2882153846734038,78451.02295584559,8,0,1,0,0.0
30174,0,0.10250405081796234,51,0,0.7907216230695105,71277.16895289067,6,0,1,0,1.0
30175,0,0.3506185562624761,47,0,0.520507994843156,113092.7327383994,2,0,0,0,1.0
30176,0,0.23696439911094785,29,0,3.820461190124902,47247.28879689963,3,0,0,0,4.0
30177,1,0.1885571780742336,37,0,0.22911417278441992,77150.52428157507,6,0,0,0,2.0
30178,0,0.4931838499065995,32,0,1.0102896533868748,207412.34801185026,9,0,1,0,1.0
30179,0,0.05495608341184836,34,0,1.0948655629382957,93799.86277255332,7,0,0,0,2.0
30180,0,0.24521172457550114,40,0,0.44098530992524,47614.230819469616,7,0,0,0,0.0
30181,0,0.6001641832234649,47,0,0.3506105449795124,70482.4104583777,5,1,1,0,3.0
30182,1,0.12123092956983487,33,0,1.5409705126037911,25000.0,3,1,2,0,1.0
30183,1,0.06601683288623622,34,0,0.3088709329452192,82258.9069678525,7,0,1,0,0.0
30184,0,0.14145660175127142,50,0,0.45696188749078653,210286.2020022523,1,0,0,0,1.0
30185,0,0.27704861149165966,31,1,0.1570076466440339,44239.28029803865,3,0,0,1,1.0
30186,0,0.3968087826206752,31,0,0.15663695678229997,38145.92519389438,4,1,0,0,2.0
30187,1,0.6811189019497139,68,0,0.22561138125535743,59320.30814063773,3,1,0,0,2.0
30188,0,0.40433112870076776,35,0,0.15260014756815615,141029.4463871088,4,0,0,0,1.0
30189,0,0.2716008345355957,21,1,1.427553689106387,216977.8755444294,3,0,1,0,2.0
30190,1,0.5093407507263205,27,0,2.4556701333260254,108718.43814101045,3,0,2,0,0.0
30191,1,0.8649588436242596,21,0,0.7066109320447869,,2,0,0,0,2.0
30192,0,0.02956138391336667,61,0,0.17016270533871714,83933.18293593288,1,1,0,0,1.0
30193,0,0.35533180441608886,41,0,0.7751730488960666,227335.91744425346,6,0,0,0,0.0
30194,0,0.16780691272877724,29,1,0.5580343263964015,71611.04594059057,3,1,1,0,0.0
30195,1,0.8593019213295294,48,1,0.3822281981508062,91790.11378601602,7,1,0,0,3.0
30196,0,0.5524196626763516,62,1,0.4203354020690818,96984.62911523922,2,0,1,0,4.0
30197,0,0.3229304445566456,39,0,0.48284153287167286,36307.346128276775,5,0,3,0,
30198,0,0.46291840002471546,61,0,0.5369104230790613,147100.4097257902,3,0,3,1,2.0
30199,0,0.8670424564621246,37,1,0.7730456705352957,135885.64456544313,5,0,0,0,0.0
30200,0,0.2659522244470338,27,1,0.1760307965827014,28383.202309304954,6,0,0,0,0.0
30201,1,1.022668738443778,63,0,0.30374684495446014,40869.59266458591,2,0,0,0,1.0
30202,0,0.2823791880605583,33,0,0.24013333719580457,49844.57441118177,4,0,0,0,1.0
30203,1,0.31634782291324015,35,0,0.4310745522213047,128231.44644117546,7,0,1,0,3.0
30204,0,0.03318364875274035,54,1,0.3379441476167924,56212.158809498396,9,1,2,0,1.0
30205,0,0.3390509347803437,42,0,0.13142707228728387,105952.17633008539,4,0,1,1,1.0
30206,0,0.9024970086283589,40,0,0.2722884692217511,76881.74588175457,4,0,0,0,1.0
30207,0,0.20295952580909582,38,0,0.4127011340245184,88357.33215204162,5,0,0,0,1.0
30208,0,0.07234423108864564,34,0,0.5708942488748674,111609.83879290169,6,0,1,0,1.0
30209,1,0.8378550978042868,44,0,0.26961386862639053,98694.42768845057,9,0,0,0,2.0
30210,1,0.9190251130499555,47,0,0.6183442088627163,84083.48627183288,4,0,0,0,1.0
30211,1,0.14770610890251434,39,1,0.13867979619356396,101711.35585376965,5,1,1,1,4.0
30212,1,0.27534050950713673,48,0,0.2506155348360278,95734.56016055954,1,0,1,1,0.0
30213,1,0.26133744389626756,46,0,0.4456119826548715,75711.33513419093,8,0,0,1,1.0
30214,0,0.2982677821980476,46,1,0.99752776370973,,1,1,0,0,1.0
30215,0,0.03174549560714912,38,0,0.6344350286047158,239005.90791452015,4,0,0,0,0.0
30216,1,0.01948452234160317,37,1,0.8313813747847988,66603.49345789602,6,0,1,0,5.0
30217,0,0.14346604495497356,46,2,0.422866848482603,180204.43707270393,1,0,0,0,2.0
30218,0,0.5550192327556598,27,0,0.18433236110750098,58289.60003246291,5,0,0,1,1.0
30219,0,0.22352860749656406,75,1,0.17062114326329722,132666.79769331758,3,0,0,0,0.0
30220,0,0.24633236903604944,21,0,0.8392701845397783,226628.41717521127,3,0,0,0,3.0
30221,0,0.1724562033617486,35,1,0.440014006808461,70570.77826595274,5,0,2,0,1.0
30222,0,0.30351430690095355,48,1,0.3692857197041985,58861.017848505464,5,0,1,0,1.0
30223,1,0.6271191211952638,50,1,0.2889466385572122,67098.95228642979,8,1,0,0,0.0
30224,1,0.11358402724984272,31,1,0.6897959315356667,84065.18602158331,5,1,0,1,3.0
30225,0,0.7072226884099682,34,2,1.241294621143392,101420.36985759907,6,0,1,0,1.0
30226,0,0.6179980800542437,42,0,0.5476423908054915,83116.75172806834,5,0,0,0,2.0
30227,1,0.29017900405125635,25,1,0.6476767144290594,,6,0,0,0,1.0
30228,0,0.2823064664796985,27,2,2.449742806344446,248947.67723891366,2,0,0,0,4.0
30229,0,0.4539916066986083,52,0,0.4638155665305115,76096.5833504185,6,0,0,0,0.0
30230,0,0.08068478750665468,51,0,0.19317435994898596,60412.07266885498,6,0,0,0,3.0
30231,1,0.7769674111406861,42,0,0.7518519582074058,134159.02676291435,3,1,0,0,2.0
30232,0,0.40263850607298596,51,0,0.10380675792253787,135339.225848654,3,0,0,0,3.0
30233,0,0.5440281949278697,43,0,0.055810642407599455,184770.38246507934,1,0,0,0,1.0
30234,0,0.6650900105313546,32,0,0.5731591064738633,245321.54741897355,5,0,0,0,0.0
30235,0,0.37633650292411874,28,1,0.2778278034691791,102790.64348018503,11,0,1,0,1.0
30236,1,0.5646740573110333,49,0,1.9168259026989465,72508.57900540422,6,0,0,0,2.0
30237,0,0.15886795077116647,33,0,0.3759219766896718,29844.9108389627,6,0,2,1,1.0
30238,1,0.2795564667285951,51,0,2.1955342270869003,50725.38323970597,3,0,1,1,3.0
30239,0,0.22387483933610902,38,0,0.36639300049628226,95292.74632032608,6,0,3,0,3.0
30240,1,0.26090812651657724,57,0,0.4544658430723843,44377.23911290004,6,0,1,0,3.0
30241,0,0.24303190512078357,30,1,0.3208145039439107,35531.7888350213,7,0,0,0,1.0
30242,0,0.4766531233547343,28,1,1.1140784952790586,88098.02044158873,7,0,0,0,1.0
30243,0,0.226523647966159,44,0,0.4143204642688835,130250.86106944173,5,0,0,0,1.0
30244,1,0.5294266389245109,37,0,0.6163191272077994,74193.88955554075,3,0,2,0,1.0
30245,0,0.8639017587912391,43,0,0.5620301959090934,139139.62182108153,4,0,0,0,0.0
30246,0,0.637096908420409,41,0,0.1834274228808415,119267.08037597101,4,0,0,0,1.0
30247,0,0.22863164909294678,35,0,0.3255357138056302,159863.93436675126,8,0,0,0,1.0
30248,0,0.4059426678092269,38,0,0.3103977207507434,280798.0908427364,3,0,0,0,2.0
30249,1,0.2820038721341011,21,0,0.3700436709993228,357794.7054261379,8,0,0,2,5.0
30250,0,0.4872581362743098,59,1,0.27435304830356827,127060.56151202023,3,0,0,0,2.0
30251,0,0.6876561016278917,34,0,0.3945166765861835,65978.38026152823,4,1,2,0,1.0
30252,0,0.36032945355799745,47,0,0.3366101612369614,87904.8042102881,10,0,0,0,0.0
30253,0,0.33869567409264717,21,0,0.32566468220632416,201851.99742441194,3,0,0,0,3.0
30254,1,0.12953753963962253,31,0,0.44214257431892745,51985.8203389747,5,0,0,1,1.0
30255,0,0.0216694415188073,44,0,0.656030764930423,188379.45836620184,7,0,0,0,
30256,1,0.14775038342213961,63,0,0.21688768160990382,77384.49891040196,3,1,0,0,0.0
30257,1,0.7960446212436755,47,0,1.6459662408859015,96270.69801216359,5,0,1,0,1.0
30258,0,0.41456235096069355,48,0,0.4577792078820558,54489.96531465797,6,0,1,0,2.0
30259,0,0.6300092139515675,36,1,0.23934447194784295,41025.58348698718,5,0,0,0,0.0
30260,0,0.05079450780858406,41,1,0.2599973193848358,72885.1501675387,10,0,1,0,0.0
30261,1,0.8376410596942655,39,1,0.4801740882758467,173973.18060880026,3,0,0,0,
30262,1,0.29936768345391307,45,0,0.2500040654329369,57752.48696831579,7,0,0,0,5.0
30263,0,0.7922849561848588,56,1,0.33597773476415393,,3,0,2,0,1.0
30264,1,0.6717875464732055,37,1,0.5195409629703469,62001.858557025495,6,0,0,0,1.0
30265,0,0.3754304088430804,42,0,1.1474658356069158,47215.38462880055,5,1,0,0,1.0
30266,0,0.24499657231302036,37,1,0.21665964500466472,97684.71492568013,3,0,0,0,5.0
30267,0,0.03363183248287462,38,1,0.0670239759013616,123437.42090240709,4,0,0,1,0.0
30268,0,0.17610713938827208,55,0,0.5354136051093414,94225.71007765325,10,0,0,0,0.0
30269,0,0.788012655212305,47,0,0.26211057672882565,92320.7649513327,6,1,0,0,
30270,0,0.1991274173219344,45,2,0.8291778799534902,205176.96220456267,6,0,2,0,2.0
30271,0,0.02883987435244136,40,1,0.418633943257325,89518.71612543953,2,0,0,1,0.0
30272,0,0.260541234486297,31,2,1.238305613713277,,5,0,1,0,0.0
30273,0,0.0032763344435660685,50,0,2.428300504567696,45563.705711863324,0,0,1,0,2.0
30274,1,0.2806869312465382,51,0,0.10589832523911795,,5,1,1,0,3.0
30275,0,0.4835431979793513,52,0,0.31547020226669026,67230.15004644252,5,1,2,0,1.0
30276,0,0.3231609704638711,41,1,0.3898940407475357,70936.71045472863,3,0,1,0,1.0
30277,0,0.6049179516293207,32,0,0.47897486039197906,151529.2072968233,6,0,1,0,0.0
30278,1,0.9498181635736987,49,0,1.572374690237142,,4,0,2,1,3.0
30279,0,0.07939956285334168,54,0,0.9888389942553257,97560.94636362274,2,0,1,1,0.0
30280,0,1.1550521739233108,51,0,0.3447673108284728,78798.63472054299,3,1,0,0,1.0
30281,0,0.5964444656211538,32,1,0.7029699851115809,84701.71587122054,7,0,0,0,0.0
30282,0,0.23371617700708433,46,0,0.5084667350477066,66135.03683288695,5,0,2,1,1.0
30283,0,0.30817096238775327,21,1,0.18626395143462154,69862.47522008751,2,0,1,0,4.0
30284,1,0.8515312125228188,57,0,0.6029447248108919,70068.66179857067,6,0,1,0,2.0
30285,0,0.22543547844165276,43,1,0.42537357356697647,140210.54193894516,13,0,0,1,0.0
30286,0,0.18574759471581084,44,0,0.1391982017907487,80943.4607169468,2,0,0,0,3.0
30287,1,0.6887873654159011,60,0,0.14190055016410252,179444.6040841185,8,0,0,0,1.0
30288,0,0.6678587023919784,34,1,0.15591336238792403,79701.80898934195,6,1,1,1,1.0
30289,0,0.37542452374248886,43,0,0.7103989491244214,69434.14073664373,3,0,0,0,1.0
30290,0,0.45691983834979577,31,0,0.12072474284479613,171584.5200140621,5,0,1,0,0.0
30291,1,0.6154169543864134,24,1,0.173771232175891,85978.49714672164,6,0,0,0,3.0
30292,0,0.22785745857161735,45,1,0.7228206585408098,79257.80344674796,6,0,0,0,3.0
30293,0,0.48570550515799454,44,0,0.7283658784837209,86548.33764530356,4,0,0,0,0.0
30294,0,0.4087222666875477,21,0,0.6526571223778349,190357.1326313979,6,0,0,0,0.0
30295,0,0.611031020583358,50,0,0.5045387781125608,100543.19875476169,5,0,0,0,1.0
30296,1,0.10671762996268634,41,0,0.3900004784773917,,7,0,0,0,4.0
30297,0,0.540886394406302,51,1,0.4800231451181034,,7,0,0,0,1.0
30298,1,0.532524896317058,44,1,0.5149110501783853,154689.0340792197,7,0,0,0,2.0
30299,0,0.2766260546663551,54,0,0.3117617701866409,96831.4057326645,5,0,1,0,0.0
30300,0,0.1871499345172662,55,1,0.5050233810641632,138056.26716096365,3,0,0,0,3.0
30301,0,0.2207963606896188,44,0,0.9204672052901027,144589.7108422391,6,0,0,0,1.0
30302,0,0.04518956998627338,53,0,0.6297604723622028,50620.36572722385,10,0,0,0,1.0
30303,0,0.9722698321910803,52,0,0.8862756280897961,88395.53015688824,2,0,1,0,1.0
30304,0,0.13798502144673158,27,1,0.23074139231636698,143840.29116084016,1,0,0,1,
30305,0,0.1637432080691094,31,1,0.6742486113996822,157010.34177752378,5,0,0,0,0.0
30306,0,0.2940288546065084,29,0,1.025409658567139,169293.46414978043,7,0,0,0,3.0
30307,1,0.6258011291477841,49,0,0.7032388513813849,90003.17701053018,8,1,1,0,2.0
30308,0,0.3683203876861018,33,2,0.28461367848571256,198216.5200129307,4,0,1,1,1.0
30309,1,0.9320470284937395,21,0,0.5093091514086443,59191.68688142597,4,1,0,0,4.0
30310,0,0.24342896096100927,29,0,0.551063224123718,37342.19340012053,8,0,0,1,2.0
30311,0,0.14435410169027357,37,1,0.4262705872418789,72934.27764519442,1,0,0,0,4.0
30312,0,0.28093534463493963,47,0,0.5644223135898971,164015.014819101,11,0,2,0,
30313,0,0.13281822257254755,57,0,1.2319300956278436,,2,0,2,0,0.0
30314,0,0.009716261928568394,53,1,0.4119907188526185,37857.26161534483,6,0,0,0,0.0
30315,0,0.12408447666212245,44,0,0.3478233688642174,32982.09299546747,5,0,0,0,3.0
30316,0,0.5138212803366605,32,0,0.9126005268967367,,10,0,0,0,2.0
30317,0,0.6508378151223476,21,1,0.2202126551563889,,7,0,1,0,5.0
30318,0,0.6491047377486288,36,0,1.3883569584386124,114917.14613699222,1,1,0,0,0.0
30319,1,0.49995960840619885,38,0,0.22222197968763888,70937.35048802942,4,0,1,0,1.0
30320,0,0.28049362090580615,43,0,0.47370427059732056,55612.92954590044,10,0,0,0,0.0
30321,0,0.3754104895288637,52,0,0.5576555319729442,49055.26119008547,0,0,0,0,3.0
30322,0,0.07158765583095117,50,0,0.48703335427142125,95173.79900582788,4,0,1,0,3.0
30323,0,0.4221102540440776,43,0,0.5408114692541881,56118.073318285264,6,0,0,0,2.0
30324,1,0.7893505689516577,37,1,0.47603047153323463,84733.38464776402,5,1,0,1,0.0
30325,0,0.6825484469518585,23,0,0.9120228894361291,105955.39818711876,10,0,2,0,1.0
30326,0,0.09167780612722633,32,0,0.32343806683461224,119010.10432585969,6,0,1,1,3.0
30327,0,0.7314063072041617,30,0,0.4802984107897032,142041.73850019448,8,0,2,0,2.0
30328,0,0.06903215681015566,73,0,0.42305252419756967,93022.86386290162,1,0,0,0,0.0
